score, window_size, features, neighbors,,,,,,,,,,,,
0.6679630366162478,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],300,,,
0.6679153469974812,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],5,,,,
0.6670538673978431,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],50
0.6670460570846874,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],50,
0.661814526864533,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge', 'R_variance', 'G_variance', 'B_variance'],300,
0.6617036920886346,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge', 'h_variance', 's_variance', 'v_variance'],300,
0.661494094047977,5, ['h', 's', 'v', 'h_mf', 's_mf', 'v_mf', 'h_edge', 's_edge', 'v_edge'],300,,,,
0.6614140028829042,5, ['R', 'G', 'B', 'R_mf', 'G_mf', 'B_mf', 'R_edge', 'G_edge', 'B_edge'],300,,,,
0.6584779007188257,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],100
0.6584694597006646,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],100,
0.6507251957716876,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],10,,,,,,
0.6474396746581976,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],5,,,,,,
0.6463153379193315,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],25,,,,,,
0.6460234230061298,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],300
0.6460075433151712,15, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],300,
0.6358361292188945,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],50,,,,,,
0.6311034191484114,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],10,,,,,,,
0.6284088718693273,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],5,,,,,,,
0.6273634821137808,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],25,,,,
0.6273194117959028,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],25,,,
0.6266452697590513,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],50,,,
0.6266437023305025,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],25,,,,,,,
0.6265475340226689,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],50,,,,
0.6242750818106861,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],100,,,,,,
0.6233591687034509,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],100,,,
0.6233254553156216,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],100,,,,
0.6226454493857944,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],10,,,
0.6225812390676834,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],10,,,,
0.6174374437774314,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],50,,,,,,,
0.6152857112157676,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],300,,,,
0.6152772578408228,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],300,,,
0.6082703847305237,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance', 'entropy'],5,,,
0.6082490389873543,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_variance', 'a_variance', 'b_variance'],5,,,,
0.6068966694331778,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],100,,,,,,,
0.5991697428857143,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'entropy'],300,,,,,,
0.5985726484961362,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],25
0.5985630309268777,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],25,
0.5971620875413032,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],50,
0.5971457652315014,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],50
0.5939208971345659,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],100
0.5939005017705976,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],100,
0.5935691180041038,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],10,
0.5935602432097907,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],10
0.5918455708829335,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf'],300,,,,,,,
0.5908674882218414,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],25,,,
0.5906462731025269,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],25,,,,
0.5906257875824084,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],50,,,
0.5905172653310793,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],50,,,,
0.5865909464005645,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],100,,,
0.5864793706114478,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],100,,,,
0.5859161862833101,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],10,,,
0.5856279820490978,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],10,,,,
0.5838911600482799,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],300
0.5838906064689972,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],300,
0.5797021822284735,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance', 'entropy'],5
0.5796352174010658,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'L_variance', 'a_variance', 'b_variance'],5,
0.5750576651288892,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],300,,,
0.5749962024393037,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],300,,,,
0.5699880480089687,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge', 'entropy'],5,,,
0.5691126533652542,5, ['L', 'a', 'b', 'L_mf', 'a_mf', 'b_mf', 'L_edge', 'a_edge', 'b_edge'],5,,,,
